FNAME,LNAME,SEX,YOB,CITIZEN,HIRED,LEADER,MSOLO,MSUCCESS,MPERHIGHPT,MYEAR,MSEASON,INJURY,DEATH,INJURYTYPE,DEATHTYPE,MO2USED
Kaji (Pasang Kaji),Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Da Nuru (Danurbu),Sherpa,M,1983,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Temba,Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Samden,Sherpa,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lama Babu,Sherpa,M,1969,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Catherine,Dupasquier,F,1966,Canada,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Francois,Houde,M,1959,Canada,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingma Temba,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lhakpa Tashi,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Serap/Sherap,Sherpa,M,1972,Nepal,TRUE,FALSE,FALSE,FALSE,7950,2012,1,FALSE,FALSE,0,0,TRUE
Jorge,Pablo Gonzalez,M,1966,Argentina,FALSE,FALSE,FALSE,FALSE,6500,2012,1,FALSE,FALSE,0,0,FALSE
Pema Tshering (Pem Chhiri),Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,FALSE,0,2012,1,TRUE,FALSE,7,0,FALSE
Pasang Karma,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Da Phinju (Da Finju),Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ngodup,Bhutia,M,1972,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Kamal,Nayan,M,1975,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Yamuna Prasad,Paneru,M,1983,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Neeraj,Rana,M,1967,India,FALSE,TRUE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Pawel,Sharma,M,1978,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,TRUE,FALSE,3,0,TRUE
Phuchung,Sherpa,M,1982,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mahavir,Singh,M,1970,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sona,Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ang Demba,Sherpa,M,1969,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingtemba,Sherpa,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Takka Bahadur (Tekraj),Adhikari,M,1982,Nepal,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sachin Ramesh,Deng,M,1973,India,FALSE,FALSE,FALSE,FALSE,6300,2012,1,FALSE,FALSE,0,0,FALSE
Krishna Sukhadev,Dhokale,M,1976,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Bhushan Uday,Harshe,M,1985,India,FALSE,FALSE,FALSE,FALSE,7000,2012,1,FALSE,FALSE,0,0,FALSE
Surendra Ravindra,Jalihal,M,1983,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Prasad Narendra,Joshi,M,1986,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Chetan Shirish,Ketkar,M,1980,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Rupesh Bharat,Khopade,M,1982,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Anand Shivling,Mali,M,1982,India,FALSE,FALSE,FALSE,FALSE,8400,2012,1,FALSE,FALSE,0,0,TRUE
Ashish Sharad,Mane,M,1990,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ganesh Krishna,More,M,1981,India,FALSE,FALSE,FALSE,FALSE,8400,2012,1,FALSE,FALSE,0,0,TRUE
Rahul Balu,Yelange,M,1985,India,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Umesh Mallikarjun,Zirpe,M,1965,India,FALSE,TRUE,FALSE,FALSE,6300,2012,1,FALSE,FALSE,0,0,FALSE
Kami (Kame),Sherpa,M,1962,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pemba,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dakipa (Dawa Kipa),Sherpa,M,1983,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pemba Rinzi/Rinji,Sherpa,M,1976,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dawa Gyalzen/Gyaljen,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dorje,Sherpa,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nurbu,Bhote Lama,M,1981,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dendi,Sherpa,M,1976,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Norbu/Nurbu (Nuru),Sherpa,M,1968,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Iwan,Irawan,M,1972,Indonesia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nurhuda,,M,1987,Indonesia,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Tashi,Sherpa,M,1979,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lhakpa Gelu,Sherpa,M,1983,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ian John,Cartwright,M,1965,UK,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Philip James (Phil),Crampton,M,1970,UK,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mark Anthony McGuire,Dickson,M,1968,UK,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Andrew Mark,Horrell,M,1971,UK,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Liudmila,Mikhanovskaia,F,1986,Russia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Grant Landon,Rawlinson,M,1974,New Zealand,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Malgorzata Jolanta (Margaret),Watroba,F,1950,Australia,FALSE,FALSE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Changba Nurbu (Chhongba Nuru),Sherpa,M,1964,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Kami Nuru,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pasang Nima,Sherpa,M,1974,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pasang Wangchu (Pasang Ongchhu),Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ang Gelu,Sherpa,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Gabriel Andres,Becker Mardones,M,1979,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Juan Francisco,Diaz Alvarado,M,1965,Chile,FALSE,FALSE,FALSE,FALSE,6500,2012,1,FALSE,FALSE,0,0,FALSE
Paulo Cesar,Grandy Sumonte,M,1974,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Eugenio Luis,Guzman Letelier,M,1976,Chile,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sebastian,Irarrazaval Dominguez,M,1978,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Rodrigo Hernan,Jordan Fuchs,M,1959,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lorenzo,Ruiz Martinez,M,1974,Mexico,FALSE,FALSE,FALSE,FALSE,7900,2012,1,FALSE,FALSE,0,0,TRUE
Felipe Jose,Olea Popelka,M,1978,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ernesto,Olivares Miranda,M,1964,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Juan Jose,Varela Eluchans,M,1982,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sebastian Ignacio (Pollo),Varela Contador,M,1976,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pedro,Vidal Garcia-Huidobro,M,1959,Chile,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Phura Kancha (Fur Kancha),Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Phura Jangbu (Ang Jangbu),Sherpa,M,1982,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Phurba Chhoter (Ang Jangbu),Sherpa,M,1971,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lhakpa Sonam,Sherpa,M,1981,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingma Nuru,Sherpa,M,1975,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingma Tenzing,Sherpa,M,1967,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pasang Tendi,Sherpa,M,1988,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Tshering Dorje,Sherpa,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Shriya,Shah-Klorfine,F,1979,Canada,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,TRUE,0,2,TRUE
Dawa Dendi (Dawa Tendi),Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Temba,Bhote,M,1982,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Parvaneh,Kazemi,F,1970,Iran,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nima Gyalzen,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sim-Beow,Lim,M,1961,Australia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Daniel Lee (Dan),Mazur,M,1960,USA,FALSE,TRUE,FALSE,FALSE,8300,2012,1,FALSE,FALSE,0,0,TRUE
Jacques,Puyo,M,1960,France,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Janice Catherine,Smith,F,1944,Australia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Josette,Valloton,F,1964,Switzerland,FALSE,FALSE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Jangbu,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pasang Norbu,Sherpa,M,1972,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Tenji/Tenzing,Sherpa,M,1982,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Gyalzen/Gyalje,Sherpa,M,1974,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mohammad Rezashahram (Reza),Shahlaee,M,1959,Iran,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Keykosro,Mardanpour,M,1957,Iran,FALSE,FALSE,FALSE,FALSE,8400,2012,1,FALSE,FALSE,0,0,TRUE
Tshering Tashi,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nadav,Ben Yehuda,M,1988,Israel,FALSE,TRUE,FALSE,FALSE,8400,2012,1,FALSE,FALSE,0,0,TRUE
Pemba Jangbu,Sherpa,M,1986,Nepal,TRUE,FALSE,FALSE,FALSE,8400,2012,1,FALSE,FALSE,0,0,TRUE
Fajir,Al Luthfi,M,1985,Indonesia,FALSE,FALSE,FALSE,FALSE,7980,2012,1,FALSE,FALSE,0,0,TRUE
Kazufumi,Gomi,M,1982,Japan,FALSE,FALSE,FALSE,FALSE,7980,2012,1,FALSE,FALSE,0,0,TRUE
Yuriko,Hanaoka,F,1947,Japan,FALSE,FALSE,FALSE,FALSE,6700,2012,1,FALSE,FALSE,0,0,FALSE
Hiroyuki,Kuraoka,M,1961,Japan,FALSE,TRUE,FALSE,FALSE,7980,2012,1,FALSE,FALSE,0,0,TRUE
Yukiko,Tanaka,F,1960,Japan,FALSE,FALSE,FALSE,FALSE,7980,2012,1,FALSE,FALSE,0,0,TRUE
Ardeshir,Yaftebbi,M,1982,Indonesia,FALSE,FALSE,FALSE,FALSE,7200,2012,1,FALSE,FALSE,0,0,FALSE
Kami Tenzing,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,FALSE,7300,2012,1,TRUE,FALSE,8,0,FALSE
Eiko,Funahashi,F,1939,Japan,FALSE,TRUE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Satoshi,Kimoto,M,1956,Japan,FALSE,FALSE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Tateo,Yamashita,M,1949,Japan,FALSE,TRUE,FALSE,FALSE,8650,2012,1,FALSE,FALSE,0,0,TRUE
Bir Kaji,Tamang,M,1978,Nepal,TRUE,FALSE,FALSE,FALSE,8650,2012,1,FALSE,FALSE,0,0,TRUE
Young-Hoon,Oh,M,1978,S Korea,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Jeong-Hwan,Seo,M,1983,S Korea,FALSE,FALSE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Seon-Pil,Yoo,M,1991,S Korea,FALSE,FALSE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Nga Tenji,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nurbu,Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,FALSE,8850,2012,1,FALSE,FALSE,0,0,TRUE
Azlan,Jumaan,M,1975,Malaysia,FALSE,TRUE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Ibrahim,Sheik,M,1957,Malaysia,FALSE,FALSE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Mohamad Yunus,Yuhanis,M,1966,Malaysia,FALSE,FALSE,FALSE,FALSE,6100,2012,1,FALSE,FALSE,0,0,FALSE
Nga Temba,Sherpa,M,1950,Nepal,TRUE,FALSE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Dawa Nurbu (Danuru),Sherpa,M,1976,Nepal,TRUE,FALSE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Ellegiargal,Baymbnajav,M,1958,Mongolia,FALSE,FALSE,FALSE,FALSE,7500,2012,1,FALSE,FALSE,0,0,TRUE
Tseveendash,Bazarkhand,M,1968,Mongolia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ganbaatar,Begzsuren,M,1961,Mongolia,FALSE,TRUE,FALSE,FALSE,7850,2012,1,FALSE,FALSE,0,0,TRUE
Bayarsaikhan,Luvsandorj,M,1966,Mongolia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Tsogzolmaa,Tseren,F,1958,Mongolia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dawa Gyalzen,Sherpa,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingma Nuru (Ang Nuru),Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nima Gyalzen,Sherpa,M,1976,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nima Nurbu,Sherpa,M,1980,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Toolika,Rani,F,1984,India,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pemba Tenzing (Pimba Tenzing),Lama,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pekma Lama (Pema Lama),Bhote,M,1976,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Conrad Daniel,Anker,M,1962,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,FALSE
Andrew James,Bardon,M,1981,USA,FALSE,FALSE,FALSE,FALSE,6400,2012,1,FALSE,FALSE,0,0,FALSE
Samuel Anthony,Elias,M,1982,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Kristoffer Jon (Kris),Erickson,M,1974,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Emily Anne,Harrington,F,1986,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Philip Darnell,Henderson,M,1963,USA,FALSE,FALSE,FALSE,FALSE,6400,2012,1,FALSE,FALSE,0,0,FALSE
Mark David,Jenkins,M,1958,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
David Rodney (Dave),Lageson,M,1950,USA,FALSE,FALSE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Hilaree Janet,O'Neill,F,1972,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Courtney Woodward (Cory),Richards,M,1981,USA,FALSE,TRUE,FALSE,FALSE,6800,2012,1,FALSE,FALSE,0,0,FALSE
Dawa Nuru (Danuru),Sherpa,M,1978,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dawa Yangzum,Sherpa,F,1990,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Jangbu,Sherpa,M,1987,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lhakpa,Bhote,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingmar,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
"Panuru (Pasang Nuru, Pa Nuru)",Sherpa,M,1968,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Tendi,Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ang Kazi (Ankaji),Sherpa,M,1978,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Ralf,Dujmovits,M,1961,Germany,FALSE,TRUE,FALSE,FALSE,7900,2012,1,FALSE,FALSE,0,0,FALSE
Richard Michael (Richie),Stihler,M,1968,Germany,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pasang Nuru,Sherpa,M,1974,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Bat-Erdene,Sereeter,M,1974,Mongolia,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lhakpa/Lakpa,Bhote,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Arvid Lennard,Lahti,M,1957,Norway,FALSE,TRUE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pemba Nuru,Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Eric Ary,Arnold,M,1980,Netherlands,FALSE,FALSE,FALSE,FALSE,8500,2012,1,FALSE,FALSE,0,0,TRUE
Stephen Leonard,Camkin,M,1960,Australia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Arnold,Coster,M,1976,Netherlands,FALSE,TRUE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Urs Walter,Jaeggi,M,1963,Switzerland,FALSE,FALSE,FALSE,FALSE,8600,2012,1,FALSE,FALSE,0,0,TRUE
Jonathan James (Jon),Kedrowski,M,1979,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sandra,Leduc,F,1977,Canada,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Richard Thomas,Maybank,M,1977,UK,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Martha Elisabeth Maria (Marlies),Neefjes,F,1962,Netherlands,FALSE,FALSE,FALSE,FALSE,6200,2012,1,FALSE,FALSE,0,0,FALSE
Johannes Petrus Alexander,Van Hassel,M,1960,Netherlands,FALSE,FALSE,FALSE,FALSE,8400,2012,1,FALSE,FALSE,0,0,TRUE
Ang Pasang,Sherpa,M,1984,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Chhewang Karma,Sherpa,M,1989,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Jangbu,Sherpa,M,1967,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Lhakpa Gelu (Lhakpa Gelbu),Sherpa,M,1977,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Georgios (George),Andreou,M,1973,Cyprus,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Andreas John,Breitfuss,M,1969,Australia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Christopher William (Chris),Cameron,M,1965,USA,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Benjamin Ian (Ben),Darlington,M,1982,Australia,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Henning,Faye-Schjoll,M,1947,Norway,FALSE,FALSE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Bengt-Goran Lennart,Hakansson,M,1957,Sweden,FALSE,FALSE,FALSE,FALSE,7100,2012,1,FALSE,FALSE,0,0,FALSE
Mark James,Hughes,M,1962,S Africa,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Joshua Rosendo,Jarrin Molina,M,1986,Ecuador,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Dian,Mahoney,F,1963,Australia,FALSE,FALSE,FALSE,FALSE,6400,2012,1,FALSE,FALSE,0,0,FALSE
Travis David Manson,McPhee,M,1984,Canada,FALSE,FALSE,FALSE,FALSE,6300,2012,1,FALSE,FALSE,0,0,FALSE
Stephen William,Neil,M,1961,Australia,FALSE,FALSE,FALSE,FALSE,8700,2012,1,FALSE,FALSE,0,0,TRUE
Timothy Leonard (Tim),Rippel,M,1961,Canada,FALSE,TRUE,FALSE,FALSE,0,2012,1,FALSE,FALSE,0,0,FALSE
Martin Walter (Marty),Schmidt,M,1960,New Zealand,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
John Andrew,Stephen,M,1968,Canada,FALSE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Roger,Wright,M,1967,Australia,FALSE,FALSE,FALSE,FALSE,6500,2012,1,FALSE,FALSE,0,0,FALSE
Tashi Thundup/Thundu,Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Sange Phuru,Sherpa,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Chhiring Namgyal/Namgel,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Redar Lhomi,Bhote,M,1986,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Mingmar,Sherpa,M,1970,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Nima Tshering (Ngima Tshering),Sherpa,M,1985,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
Pasang Tshering,Sherpa,M,1991,Nepal,TRUE,FALSE,FALSE,TRUE,8849,2012,1,FALSE,FALSE,0,0,TRUE
